branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 2018, 25, 112, 10, 120, 31, 20, 19, 27, 30707, 9577, 38371
50, 2, 2358, 7, 27, 4, 36, 7, 6, 6, 5, 46510, 11317, 29331
50, 2, 2132, 23, 115, 18, 127, 24, 27, 40, 19, 56344, 10095, 43737
50, 2, 1909, 28, 116, 10, 121, 18, 27, 26, 27, 52901, 8113, 22865
50, 2, 2182, 47, 276, 28, 276, 58, 62, 64, 73, 55673, 9358, 27726
50, 2, 1953, 46, 281, 32, 273, 71, 61, 63, 72, 37375, 9626, 37233
50, 2, 1921, 31, 137, 23, 184, 38, 35, 29, 27, 41212, 8281, 32096
50, 2, 1548, 49, 208, 21, 218, 30, 54, 54, 42, 39696, 8201, 31368
50, 2, 2115, 42, 246, 17, 284, 61, 52, 52, 56, 43190, 8886, 24344
50, 2, 1799, 31, 103, 11, 125, 19, 21, 21, 22, 26511, 8367, 24799
50, 2, 1607, 47, 180, 22, 215, 41, 33, 35, 46, 36045, 9526, 22816
