branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 1945, 47, 0, 249, 0, 0, 0, 202, 0, 24740, 23522, 27285
50, 2, 1803, 3, 0, 20, 0, 0, 0, 17, 0, 38196, 9176, 26437
50, 2, 1650, 48, 0, 288, 0, 0, 0, 240, 0, 35476, 16430, 24187
50, 2, 2212, 23, 0, 113, 0, 0, 0, 90, 0, 43491, 14499, 27483
50, 2, 1693, 48, 0, 230, 0, 0, 0, 182, 0, 40577, 15195, 17510
50, 2, 2357, 26, 0, 91, 0, 0, 0, 65, 0, 49355, 16755, 46527
50, 2, 1476, 36, 0, 180, 0, 0, 0, 144, 0, 24139, 13678, 32760
50, 2, 2430, 21, 0, 113, 0, 0, 0, 92, 0, 32521, 20120, 34196
50, 2, 1281, 23, 0, 101, 0, 0, 0, 78, 0, 40528, 9521, 23238
50, 2, 1684, 4, 0, 18, 0, 0, 0, 14, 0, 32978, 10067, 21785
50, 2, 1630, 48, 0, 182, 0, 0, 0, 134, 0, 34860, 12525, 34626
50, 2, 1996, 13, 0, 53, 0, 0, 0, 40, 0, 33182, 11408, 25803
50, 2, 1744, 30, 0, 145, 0, 0, 0, 115, 0, 55672, 11872, 26110
50, 2, 1928, 21, 0, 83, 0, 0, 0, 62, 0, 42433, 12406, 32049
50, 2, 1987, 17, 0, 91, 0, 0, 0, 74, 0, 47499, 12002, 26230
50, 2, 1720, 18, 0, 90, 0, 0, 0, 72, 0, 36999, 15517, 25093
50, 2, 2274, 34, 0, 199, 0, 0, 0, 165, 0, 57084, 18852, 37533
50, 2, 1364, 23, 0, 114, 0, 0, 0, 91, 0, 38744, 9775, 24841
50, 2, 2021, 39, 0, 240, 0, 0, 0, 201, 0, 46712, 27341, 25160
50, 2, 1803, 7, 0, 33, 0, 0, 0, 26, 0, 22929, 7360, 28188
50, 2, 1810, 38, 0, 131, 0, 0, 0, 93, 0, 29868, 20531, 41066
50, 2, 2397, 48, 0, 237, 0, 0, 0, 189, 0, 46872, 24491, 32699
50, 2, 2141, 48, 0, 254, 0, 0, 0, 206, 0, 34878, 20430, 29774
50, 2, 2080, 35, 0, 207, 0, 0, 0, 172, 0, 29908, 17737, 35800
50, 2, 1545, 31, 0, 182, 0, 0, 0, 151, 0, 39276, 10916, 25570
50, 2, 2263, 2, 0, 7, 0, 0, 0, 5, 0, 31801, 8887, 41791
50, 2, 1502, 28, 0, 150, 0, 0, 0, 122, 0, 33892, 11775, 25318
50, 2, 2038, 42, 0, 160, 0, 0, 0, 118, 0, 42322, 15612, 37882
50, 2, 2080, 3, 0, 12, 0, 0, 0, 9, 0, 28333, 12227, 36136
50, 2, 1989, 48, 0, 322, 0, 0, 0, 274, 0, 35400, 26224, 29666
50, 2, 1814, 42, 0, 182, 0, 0, 0, 140, 0, 40619, 15296, 25163
50, 2, 2022, 39, 0, 246, 0, 0, 0, 207, 0, 47311, 26521, 27791
50, 2, 1603, 39, 0, 213, 0, 0, 0, 174, 0, 28962, 16290, 29120
50, 2, 1802, 23, 0, 116, 0, 0, 0, 93, 0, 25694, 17194, 26510
50, 2, 1559, 37, 0, 175, 0, 0, 0, 138, 0, 47982, 16078, 30857
50, 2, 1920, 3, 0, 34, 0, 0, 0, 31, 0, 26201, 8101, 24885
50, 2, 1354, 28, 0, 110, 0, 0, 0, 82, 0, 33798, 10827, 20817
50, 2, 1730, 41, 0, 235, 0, 0, 0, 194, 0, 37671, 16531, 19950
50, 2, 2052, 41, 0, 194, 0, 0, 0, 153, 0, 27067, 14870, 24509
50, 2, 2084, 24, 0, 109, 0, 0, 0, 85, 0, 34152, 19294, 45437
50, 2, 1516, 50, 0, 256, 0, 0, 0, 206, 0, 32524, 15719, 22205
50, 2, 2134, 1, 0, 18, 0, 0, 0, 17, 0, 33655, 9689, 24112
50, 2, 1388, 28, 0, 131, 0, 0, 0, 103, 0, 29474, 9452, 21800
50, 2, 1756, 8, 0, 48, 0, 0, 0, 40, 0, 29985, 12374, 45067
50, 2, 1338, 33, 0, 129, 0, 0, 0, 96, 0, 23902, 13885, 38584
50, 2, 2130, 38, 0, 181, 0, 0, 0, 143, 0, 48721, 20004, 24463
50, 2, 1322, 27, 0, 141, 0, 0, 0, 114, 0, 34734, 12613, 23627
50, 2, 1903, 44, 0, 234, 0, 0, 0, 190, 0, 30196, 22818, 26504
50, 2, 2154, 39, 0, 201, 0, 0, 0, 162, 0, 29809, 24298, 23093
50, 2, 2140, 13, 0, 71, 0, 0, 0, 58, 0, 48602, 12254, 22832
50, 2, 1311, 31, 0, 204, 0, 0, 0, 173, 0, 22929, 12302, 19250
50, 2, 1901, 49, 0, 228, 0, 0, 0, 179, 0, 41076, 20038, 29557
50, 2, 2308, 21, 0, 103, 0, 0, 0, 82, 0, 28385, 15781, 25844
50, 2, 2214, 5, 0, 33, 0, 0, 0, 28, 0, 44588, 12385, 35866
50, 2, 1898, 46, 0, 220, 0, 0, 0, 174, 0, 39938, 19693, 30778
50, 2, 2261, 34, 0, 175, 0, 0, 0, 141, 0, 42782, 16406, 26013
50, 2, 1460, 46, 0, 246, 0, 0, 0, 200, 0, 31247, 14260, 16781
50, 2, 2028, 24, 0, 121, 0, 0, 0, 97, 0, 50147, 13073, 25439
50, 2, 1608, 18, 0, 106, 0, 0, 0, 88, 0, 33679, 11244, 23939
50, 2, 1274, 18, 0, 81, 0, 0, 0, 63, 0, 32757, 9065, 33245
50, 2, 1331, 30, 0, 140, 0, 0, 0, 110, 0, 30749, 10629, 18092
50, 2, 1508, 12, 0, 47, 0, 0, 0, 35, 0, 31256, 9351, 22362
50, 2, 1611, 29, 0, 186, 0, 0, 0, 157, 0, 40213, 16307, 34998
50, 2, 1484, 50, 0, 207, 0, 0, 0, 157, 0, 31310, 13692, 23186
50, 2, 1869, 16, 0, 76, 0, 0, 0, 60, 0, 35157, 10670, 26754
50, 2, 1579, 15, 0, 114, 0, 0, 0, 99, 0, 42043, 9551, 20362
50, 2, 1535, 34, 0, 214, 0, 0, 0, 180, 0, 46601, 13122, 23814
