branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
43, 2, 1329, 1, 5, 1, 0, 0, 0, 0, 5, 58882, 8084, 20412
34, 2, 954, 1, 4, 1, 0, 0, 0, 0, 4, 15202, 2924, 9584
119, 2, 12090, 1, 6, 1, 0, 0, 0, 0, 6, 143586, 39432, 191756
155, 2, 20094, 1, 8, 1, 0, 0, 0, 0, 8, 319088, 80155, 346052
84, 2, 5145, 1, 1, 0, 0, 0, 0, 0, 0, 70584, 16490, 66891
47, 2, 1253, 1, 4, 1, 0, 0, 0, 0, 4, 40103, 5137, 32126
15, 2, 193, 1, 4, 0, 0, 0, 0, 0, 3, 14006, 871, 6832
132, 2, 12259, 1, 4, 0, 0, 0, 0, 0, 3, 144983, 47984, 211625
5, 2, 37, 1, 1, 0, 0, 0, 0, 0, 0, 6958, 642, 3091
162, 2, 16360, 1, 1, 1, 0, 0, 0, 0, 1, 302789, 65787, 309904
164, 2, 17120, 1, 2, 0, 0, 0, 0, 0, 1, 237827, 69813, 353018
101, 2, 7305, 1, 2, 2, 0, 0, 0, 0, 3, 92662, 24980, 127415
22, 2, 326, 1, 3, 0, 0, 0, 0, 0, 2, 34425, 2866, 8060
18, 2, 312, 1, 2, 0, 0, 0, 0, 0, 1, 18418, 1279, 5485
19, 2, 356, 1, 1, 0, 0, 0, 0, 0, 0, 14157, 3170, 11694
117, 2, 10790, 1, 18, 3, 0, 0, 0, 0, 20, 144775, 41017, 167996
167, 2, 18024, 1, 16, 2, 0, 0, 0, 0, 17, 250178, 65528, 331652
102, 2, 8037, 1, 2, 1, 0, 0, 0, 0, 2, 125942, 31674, 109614
33, 2, 868, 1, 2, 0, 0, 0, 0, 0, 1, 27174, 4607, 25848
29, 2, 827, 1, 1, 0, 0, 0, 0, 0, 0, 22311, 2398, 18129
47, 2, 1497, 1, 1, 2, 0, 0, 0, 0, 2, 31281, 6188, 23813
82, 2, 4804, 1, 1, 0, 0, 0, 0, 0, 0, 64765, 14943, 60441
14, 2, 129, 1, 9, 2, 0, 0, 0, 0, 10, 7172, 673, 4151
152, 2, 15486, 1, 1, 0, 0, 0, 0, 0, 0, 283713, 54381, 291409
167, 2, 19924, 1, 1, 1, 0, 0, 0, 0, 1, 257740, 102142, 384968
169, 2, 20498, 1, 2, 0, 0, 0, 0, 0, 1, 257289, 98685, 401925
33, 2, 1131, 1, 4, 1, 0, 0, 0, 0, 4, 26857, 5014, 12082
55, 2, 2241, 1, 1, 2, 0, 0, 0, 0, 2, 37688, 6791, 26979
112, 2, 6959, 1, 2, 0, 0, 0, 0, 0, 1, 86646, 18132, 91726
95, 2, 5058, 1, 15, 5, 0, 0, 0, 0, 19, 100868, 22136, 94015
164, 2, 16916, 1, 3, 1, 0, 0, 0, 0, 3, 222583, 65037, 327280
159, 2, 16153, 1, 5, 0, 0, 0, 0, 0, 4, 249853, 63380, 297402
178, 2, 20649, 1, 5, 2, 0, 0, 0, 0, 6, 221471, 67789, 410235
176, 2, 26909, 1, 1, 1, 0, 0, 0, 0, 1, 417285, 127073, 511911
