branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 1715, 40, 0, 175, 0, 135, 0, 0, 0, 33521, 6762, 23569
50, 2, 1512, 30, 0, 138, 0, 108, 0, 0, 0, 31713, 7072, 18958
50, 2, 1918, 42, 0, 184, 0, 142, 0, 0, 0, 40683, 6718, 20768
50, 2, 1836, 22, 0, 120, 0, 98, 0, 0, 0, 19885, 7193, 34790
50, 2, 1812, 29, 0, 175, 0, 146, 0, 0, 0, 34741, 9442, 32829
50, 2, 1521, 17, 0, 78, 0, 61, 0, 0, 0, 36624, 6759, 41118
50, 2, 2135, 50, 0, 226, 0, 176, 0, 0, 0, 32428, 9365, 37638
50, 2, 1371, 25, 0, 121, 0, 96, 0, 0, 0, 25232, 5513, 28265
50, 2, 1580, 18, 0, 94, 0, 76, 0, 0, 0, 59934, 7182, 20230
50, 2, 1519, 16, 0, 64, 0, 48, 0, 0, 0, 34706, 6027, 21060
50, 2, 2042, 13, 0, 80, 0, 67, 0, 0, 0, 24887, 7442, 26554
50, 2, 1247, 11, 0, 44, 0, 33, 0, 0, 0, 37493, 5585, 25579
50, 2, 2234, 15, 0, 107, 0, 92, 0, 0, 0, 34798, 8730, 39430
50, 2, 1483, 28, 0, 116, 0, 88, 0, 0, 0, 56556, 6703, 22773
50, 2, 1383, 34, 0, 216, 0, 182, 0, 0, 0, 22863, 5014, 20177
50, 2, 1564, 48, 0, 244, 0, 196, 0, 0, 0, 67901, 9294, 21225
50, 2, 1643, 44, 0, 231, 0, 187, 0, 0, 0, 32821, 7116, 22552
50, 2, 1586, 11, 0, 65, 0, 54, 0, 0, 0, 31649, 7558, 37289
50, 2, 1649, 43, 0, 204, 0, 161, 0, 0, 0, 27428, 8326, 33765
50, 2, 2076, 46, 0, 264, 0, 218, 0, 0, 0, 50628, 9775, 25232
50, 2, 2018, 39, 0, 202, 0, 163, 0, 0, 0, 35333, 9712, 34673
50, 2, 1799, 45, 0, 219, 0, 174, 0, 0, 0, 25035, 7710, 31047
50, 2, 1706, 14, 0, 78, 0, 64, 0, 0, 0, 46319, 5704, 24661
50, 2, 2278, 29, 0, 163, 0, 134, 0, 0, 0, 38839, 9660, 35179
50, 2, 1740, 25, 0, 74, 0, 49, 0, 0, 0, 25088, 5299, 24749
50, 2, 2035, 35, 0, 145, 0, 110, 0, 0, 0, 33695, 7997, 47247
50, 2, 1714, 24, 0, 110, 0, 86, 0, 0, 0, 36703, 7127, 33625
50, 2, 2701, 42, 0, 226, 0, 184, 0, 0, 0, 55750, 10129, 43241
50, 2, 2490, 13, 0, 83, 0, 70, 0, 0, 0, 54420, 8850, 27622
50, 2, 2028, 9, 0, 39, 0, 30, 0, 0, 0, 37860, 5698, 35013
50, 2, 1890, 45, 0, 218, 0, 173, 0, 0, 0, 28539, 7116, 28461
50, 2, 1525, 11, 0, 48, 0, 37, 0, 0, 0, 36006, 5640, 30699
50, 2, 2089, 32, 0, 134, 0, 102, 0, 0, 0, 42176, 9137, 36515
50, 2, 1623, 43, 0, 202, 0, 159, 0, 0, 0, 26108, 7374, 32654
50, 2, 1592, 39, 0, 225, 0, 186, 0, 0, 0, 37433, 6941, 18259
50, 2, 2007, 45, 0, 264, 0, 219, 0, 0, 0, 39346, 7617, 36199
50, 2, 2025, 46, 0, 238, 0, 192, 0, 0, 0, 37731, 9164, 31933
50, 2, 1552, 43, 0, 243, 0, 200, 0, 0, 0, 28913, 7133, 24789
50, 2, 1833, 3, 0, 9, 0, 6, 0, 0, 0, 48386, 7021, 22199
